Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;discriminant;Réglementaire;type d'évaluation;procédure de mesure;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04048;Zone Rurale Nord;Rurale régionale;O3;Fond;1;Oui;mesures fixes;;Moy. annuelle;61.0;60.57289997711147;µg-m3;100.0;100;100.0;R;1;49.100277;2.343889
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04049;LES ULIS;Périurbaine;O3;Fond;1;Oui;mesures fixes;;Moy. annuelle;61.0;60.92927506070061;µg-m3;99.0;100;99.0;R;1;48.679443;2.165556
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;31.0;31.475877950489348;µg-m3;82.0;24;20.0;N;-1;48.86212;2.344616
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04063;MANTES-LA-JOLIE;Périurbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;51.0;51.19619749619754;µg-m3;98.0;100;98.0;R;1;48.9964;1.7033
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04066;Zone rurale Sud;Rurale régionale;O3;Fond;1;Oui;mesures fixes;;Moy. annuelle;61.0;60.50248756218901;µg-m3;94.0;100;94.0;R;1;48.364166;2.236944
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04069;MELUN;Périurbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;47.0;47.023857573648854;µg-m3;98.0;100;98.0;R;1;48.54139;2.661389
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04098;LOGNES;Urbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;50.0;50.18681357117871;µg-m3;98.0;100;98.0;R;1;48.84028;2.635278
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04100;VILLEMOMBLE;Urbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;45.0;44.51122056703518;µg-m3;95.0;100;95.0;R;1;48.881947;2.507222
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04101;CHAMPIGNY-SUR-MARNE;Urbaine;O3;Fond;A;Oui;mesures fixes;;Moy. annuelle;46.0;46.3668252646605;µg-m3;96.0;100;96.0;R;1;48.816387;2.5175
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04142;Zone Rurale Nord-Est;Rurale régionale;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;60.0;60.02898019915289;µg-m3;100.0;100;100.0;R;1;49.028057;2.750278
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04143;PARIS Centre;Urbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;51.0;50.98280019289498;µg-m3;98.0;73;71.0;N;-1;48.859001;2.351
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04149;MONTGERON;Urbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;49.0;48.96922813036023;µg-m3;100.0;100;100.0;R;1;48.7067;2.4572
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04158;Zone Rurale NO;Rurale régionale;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;64.0;64.00517955801111;µg-m3;99.0;100;99.0;R;1;49.063087;1.866381
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04181;RAMBOUILLET;Périurbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;56.0;56.38490041685959;µg-m3;99.0;100;99.0;R;1;48.63373;1.830529
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04319;TREMBLAY-EN-FRANCE;Périurbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;47.0;46.66213194185616;µg-m3;92.0;100;92.0;R;1;48.95555;2.575278
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04324;Zone Rurale Est;Rurale régionale;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;54.0;54.134734665747736;µg-m3;99.0;100;99.0;R;1;48.761665;3.058333
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04328;Zone Rurale SE;Rurale régionale;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;58.0;57.99604267033721;µg-m3;100.0;100;100.0;R;1;48.3547;2.6453
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO NORMANDIE;FR28ZAR01;ZAR LE-HAVRE;FR05010;St Romain de Colbosc;Périurbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;59.0;59.14295033188372;µg-m3;100.0;100;100.0;R;1;49.528927;0.358733
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO NORMANDIE;FR28ZAR01;ZAR LE-HAVRE;FR05074;Le Havre Ec. Herriot;Urbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;58.0;57.68791516140315;µg-m3;98.0;100;98.0;R;1;49.48963;0.100703
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO NORMANDIE;FR28ZRE01;ZR NORMANDIE;FR05082;Touques;Périurbaine;O3;Fond;;Oui;mesures fixes;;Moy. annuelle;60.0;60.4045182800643;µg-m3;99.0;100;99.0;R;1;49.348;0.109253
